PLATFORM_NUMBER,FIRST SURFACING,LAST SURFACING,FORMAT_VERSION,PROJECT_NAME,PI_NAME,FLOAT_OWNER,PERATING_INSTITUTION,DEPLOYMENT_CRUISE_ID,DEPLOYMENT_PLATFORM,PLATFORM_MARKER,PLATFORM_TYPE,FLOAT_SERIAL_NO,CONTROLLER_BOARD_SERIAL_NO_PRIMARY,FIRMWARE_VERSION,CONTROLLER_BOARD_TYPE_PRIMARY,TRANS_SYSTEM,PTT,SENSORS,SENSORS_SERIAL,BATTERY_TYPE,CONFIG_PARAMETER_NAME,CONFIG_PARAMETER_NAME_VALUE
6900761,17-Sep-2010,05-Nov-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,RADPROF,Cornide de Saavedra,TWR,APEX,4397,6312,062608,APF9A,ARGOS,88340,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4384/ 4384/ 4384,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900762,11-Sep-2010,12-Jun-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,RADPROF,Cornide de Saavedra,TWR,APEX,4398,6326,062608,APF9A,ARGOS,88341,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4385/ 4385/ 4385,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900763,22-Sep-2010,19-Apr-2015,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,RADPROF,Cornide de Saavedra,TWR,APEX,4499,6314,062608,APF9A,ARGOS,88342,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4387/ 4387/ 4387,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900764,02-Feb-2011,19-Sep-2013,3.1,ARGO_SPAIN,Pedro Joaquin VELEZ BELCHI,,,Malaspina,HESPERIDES,TWR,APEX,4408,6332,071807,APF9A,ARGOS,88343,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC/ IDO_DOXY,/ 4634/ 4634/ 4634/ 244,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900765,04-Feb-2011,07-Jul-2016,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4400,6315,062608,APF9A,ARGOS,88344,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4388/ 4388/ 4388,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:1000 [Mission03] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900766,17-Dec-2010,06-Dec-2012,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4401,6316,062608,APF9A,ARGOS,88345,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4389/ 4389/ 4389,Alkaline,[Mission01] CONFIG_CycleTime_hours:16.9444/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:1000 
6900767,25-Dec-2010,04-Dec-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4402,6324,062608,APF9A,ARGOS,88346,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4504/ 4504/ 4504,Alkaline,[Mission01] CONFIG_CycleTime_hours:29.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900768,28-Dec-2010,07-Nov-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4403,6325,062608,APF9A,ARGOS,88347,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4509/ 4509/ 4509,Alkaline,[Mission01] CONFIG_CycleTime_hours:30.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900769,05-Feb-2011,29-Jun-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4404,6327,062608,APF9A,ARGOS,88348,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4507/ 4507/ 4507,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900770,08-Feb-2011,09-Nov-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4405,6330,062608,APF9A,ARGOS,88349,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4508/ 4508/ 4508,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900771,11-Feb-2011,22-Mar-2015,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4406,6333,062608,APF9A,ARGOS,88350,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4493/ 4493/ 4493,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900772,28-Oct-2010,12-Sep-2013,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,RAPROCAN,Cornide de Saavedra,TWR,APEX,4797,6609,062608,APF9A,ARGOS,51983,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4430/ 4430/ 4430,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900773,15-Feb-2011,13-Aug-2015,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4798,6610,062608,APF9A,ARGOS,51984,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4766/ 4766/ 4766,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900774,21-Feb-2011,06-Apr-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4799,6611,062608,APF9A,ARGOS,51985,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4768/ 4768/ 4768,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900775,25-Feb-2011,04-Feb-2015,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4800,6670,062608,APF9A,ARGOS,51986,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4769/ 4769/ 4769,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900776,26-Feb-2011,18-Oct-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4801,6671,062608,APF9A,ARGOS,51987,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4770/ 4770/ 4770,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900777,27-Feb-2011,12-Jul-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4802,6672,062608,APF9A,ARGOS,51988,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4771/ 4771/ 4771,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900778,01-Mar-2011,10-Nov-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4803,6673,062608,APF9A,ARGOS,51989,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4772/ 4772/ 4772,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900779,03-Mar-2011,16-May-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,Sarmiento de Gamboa,TWR,APEX,4804,6674,062608,APF9A,ARGOS,51990,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4773/ 4773/ 4773,Alkaline,[Mission01] CONFIG_CycleTime_hours:26.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900780,26-Jan-2011,29-Jun-2014,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4805,6675,062608,APF9A,ARGOS,51991,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4775/ 4775/ 4775,Alkaline,[Mission01] CONFIG_CycleTime_hours:25.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900781,27-Jan-2011,06-Apr-2015,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4806,6676,062608,APF9A,ARGOS,51992,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4776/ 4776/ 4776,Alkaline,[Mission01] CONFIG_CycleTime_hours:25.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900782,28-Jan-2011,01-May-2016,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4807,6678,062608,APF9A,ARGOS,51993,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4777/ 4777/ 4777,Alkaline,[Mission01] CONFIG_CycleTime_hours:25.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900783,30-Jan-2011,29-May-2015,3.1,ARGO_SPAIN,Pedro VELEZ BELCHI,IEO,IEO,Malaspina,HESPERIDES,TWR,APEX,4808,6679,062608,APF9A,ARGOS,51994,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC,/ 4778/ 4778/ 4778,Alkaline,[Mission01] CONFIG_CycleTime_hours:25.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900784,06-Sep-2010,16-Aug-2012,3.1,ARGO_SPAIN,Pedro Joaquin VELEZ BELCHI,,,MOREBIS project,CORNIDE DE SAAVEDRA,TWR,APEX,5035-7137,7137,071807,APF9A,ARGOS,51881,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC/ IDO_DOXY,/ n/a/ n/a/ n/a/ 568,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
6900785,07-Sep-2010,08-Jun-2012,3.1,ARGO_SPAIN,Pedro Joaquin VELEZ BELCHI,,,MOREBIS project,CORNIDE DE SAAVEDRA,TWR,APEX,5027-7137,6796,071807,APF9A,ARGOS,51880,/ CTD_PRES/ CTD_TEMP/ CTD_CNDC/ IDO_DOXY,/ n/a/ n/a/ n/a/ 563,Alkaline,[Mission01] CONFIG_CycleTime_hours:27.8889/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 [Mission02] CONFIG_CycleTime_hours:240/ CONFIG_ParkPressure_dbar:1000/ CONFIG_ProfilePressure_dbar:2000 
